time_s,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,position_x_m,position_y_m,position_z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps,angle_roll_rad,angle_pitch_rad,angle_yaw_rad,body_rate_x_radps,body_rate_y_radps,body_rate_z_radps,rotation_11,rotation_12,rotation_13,rotation_21,rotation_22,rotation_23,rotation_31,rotation_32,rotation_33,motor_command_1,motor_command_2,motor_command_3,motor_command_4,rotor_speed_1_radps,rotor_speed_2_radps,rotor_speed_3_radps,rotor_speed_4_radps,controller_diagnostic_1,controller_diagnostic_2,controller_diagnostic_3,controller_diagnostic_4,controller_diagnostic_5,controller_diagnostic_6,controller_diagnostic_7,controller_diagnostic_8,controller_diagnostic_9,controller_diagnostic_10,controller_diagnostic_11,controller_diagnostic_12,controller_diagnostic_13,controller_diagnostic_14,controller_diagnostic_15,controller_diagnostic_16,event_code,external_force_world_x_n,external_force_world_y_n,external_force_world_z_n,external_torque_body_x_nm,external_torque_body_y_nm,external_torque_body_z_nm,position_error_x_m,position_error_y_m,position_error_z_m
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,-0.0,-0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.736844877421056e-16,2.0468244153159034e-16,1.6197004924572506e-06,3.908492660147275e-14,2.3159932876646273e-14,0.00017873482998028144,1.1544140167345254e-14,-2.802269791153062e-14,5.1662155510259935e-14,1.2393082782975738e-12,-3.668826744624265e-12,4.382716335632409e-11,1.0,5.1662155510259613e-14,2.802269791153122e-14,-5.166215551025994e-14,1.0,1.1544140167343806e-14,-2.802269791153062e-14,-1.1544140167345254e-14,1.0,14.722910992009478,-14.722910992008721,14.722910992010968,-14.722910992011725,5.410714257040179,-5.410714257040156,5.410714257040148,-5.410714257040155,-1.9319905333873998e-14,-1.1439619005591849e-14,1.7341128646292434,-3.782240082678998e-15,1.1225941152868893e-14,0.0,3.733450154629692e-18,0.0,0.0029983802995075426,1.7591610773660443e-14,1.0,1.0,0.0,-0.22595851818093848,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.736844877421056e-16,2.0468244153159034e-16,-0.0029983802995075426
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7.727922953103495e-16,4.458931432092695e-16,3.784663999229863e-06,4.112517023271898e-14,2.3470620114241068e-14,0.0002649720059135369,2.143736365341883e-14,-5.917642547088684e-14,1.1001256930338904e-12,-7.561763269436371e-14,-1.2603946323688004e-12,1.2399922635786707e-10,1.0,1.1001256930338892e-12,5.917642547091042e-14,-1.1001256930338904e-12,1.0,2.1437363653353726e-14,-5.917642547088684e-14,-2.143736365341883e-14,1.0,14.728977500308911,-14.728977500308918,14.728977500309798,-14.72897750030979,11.767950351375937,-11.767950351375886,11.767950351375893,-11.767950351375845,-2.0520406520120926e-14,-1.171369203244934e-14,1.7355422256369537,3.590804733361731e-17,4.39677025758807e-15,0.0,3.648538108286068e-18,0.0,0.005996215336000771,4.957848975496801e-14,1.0,1.0,0.0,-0.22951450899189474,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.727922953103495e-16,4.458931432092695e-16,-0.005996215336000771
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.207825236732682e-15,6.033964828428558e-16,4.0683584929422915e-05,4.139261953684123e-14,1.3373878518550963e-14,0.014675264031576192,1.6867779107629106e-14,-8.409270064193647e-14,2.083823409992089e-12,-9.635750317989086e-13,-3.0759033135910243e-12,9.043513812719162e-11,1.0,2.083823409992087e-12,8.409270064197161e-14,-2.083823409992089e-12,1.0,1.6867779107453872e-14,-8.409270064193647e-14,-1.6867779107629106e-14,1.0,14.708180160745078,-14.708180160745624,14.708180160747661,-14.708180160747116,16.26435563520152,-16.26435563520157,16.26435563520274,-16.26435563520273,-2.087134839459203e-14,-6.851302338678323e-15,1.730644509127785,2.7229085687730024e-15,1.016413673438996e-14,0.0,4.880025804361598e-18,0.0,0.008959316415070577,7.318039340402028e-14,1.0,1.0,0.0,0.09287836290739024,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207825236732682e-15,6.033964828428558e-16,-0.008959316415070577
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.4479481614053935e-15,7.461795739804261e-16,0.0002880430301102851,3.913038261317719e-15,1.7077548081478503e-14,0.03159507402724586,9.136549410612991e-15,-1.0966609961350441e-13,2.3081471720950075e-12,-5.25624962441143e-13,-1.9433993496382337e-12,-6.051779636808274e-11,1.0,2.3081471720950067e-12,1.0966609961352549e-13,-2.3081471720950075e-12,1.0,9.136549410359865e-15,-1.0966609961350441e-13,-9.136549410612991e-15,1.0,14.682209804694393,-14.682209804694699,14.682209804696152,-14.682209804695846,15.025693331070125,-15.025693331070821,15.02569333107315,-15.025693331072462,-2.6476665451634553e-15,-8.736355320847239e-15,1.7245382779927199,1.5239565720828717e-15,7.235898572239486e-15,0.0,2.220450720730473e-16,0.0,0.011711956969889714,1.0820740301494849e-13,1.0,1.0,0.0,0.22378833833659398,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4479481614053935e-15,7.461795739804261e-16,-0.011711956969889714
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.3446764453358785e-15,9.655867318611138e-16,0.0006593814024034184,-1.6694276167289156e-14,3.616782230077687e-14,0.0417314824559149,6.613488269218497e-15,-1.2565699772390218e-13,1.6980768768501356e-12,6.697889413816061e-13,-1.587517539340189e-12,-6.94561060421396e-11,1.0,1.6980768768501348e-12,1.256569977239134e-13,-1.6980768768501356e-12,1.0,6.613488269005121e-15,-1.2565699772390218e-13,-6.613488269218497e-15,1.0,14.668672433163522,-14.668672433163128,14.668672433164424,-14.668672433164819,14.725870666620962,-14.725870666621224,14.725870666622653,-14.72587066662235,7.491230079096266e-15,-1.819144584307107e-14,1.7213596076117175,-1.9579572842018913e-15,6.452668629387134e-15,0.0,1.5605368749651058e-18,0.0,0.014340618597596584,1.3006905477441564e-13,1.0,1.0,0.0,0.10490551197557076,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3446764453358785e-15,9.655867318611138e-16,-0.014340618597596584
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1589175840172495e-15,1.0521319383473767e-15,0.0011173825901470004,-1.0775613968572786e-15,-2.362550176146111e-14,0.049703905589257844,7.156862840905017e-16,-1.4426782327769988e-13,8.823578283159097e-13,-3.449011928760404e-12,-3.474540714203693e-12,-1.6059210251373822e-10,1.0,8.823578283159096e-13,1.4426782327770054e-13,-8.823578283159098e-13,1.0,7.156862839632058e-16,-1.4426782327769988e-13,-7.156862840905017e-16,1.0,14.659006633180017,-14.659006633182077,14.65900663318455,-14.659006633182488,14.675729095867913,-14.67572909586734,14.67572909586856,-14.67572909586911,-5.872993216346671e-17,1.1031822265315583e-14,1.7190918037734573,1.0254307762923995e-14,1.22986597212234e-14,0.0,2.0858772169367908e-18,0.0,0.016882617409852998,1.4440992785628052e-13,1.0,1.0,0.0,0.03512039796189142,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1589175840172495e-15,1.0521319383473767e-15,-0.016882617409852998
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1308916343196982e-15,1.192915741209391e-15,0.001651555436813567,-4.326998215463415e-14,1.745809907074407e-13,0.05708333463087862,-1.7114994832807e-14,-1.806807522110442e-13,-8.181868131155596e-13,5.2629858279256954e-12,-2.2994183980272205e-12,-1.924671903332717e-10,1.0,-8.181868131155565e-13,1.806807522110582e-13,8.181868131155595e-13,1.0,-1.711499483265917e-14,-1.806807522110442e-13,1.7114994832807e-14,1.0,14.65028985956205,-14.650289859559052,14.650289859560942,-14.650289859563943,14.659480685692088,-14.65948068569475,14.659480685697261,-14.65948068569487,2.0607371575309124e-14,-8.605552634732661e-14,1.7170479437533634,-1.4914924633090995e-14,9.403126142984326e-15,0.0,3.1527831520307613e-18,0.0,0.019348444563186434,2.0407551530053135e-13,1.0,1.0,0.0,0.01045465372659703,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1308916343196982e-15,1.192915741209391e-15,-0.019348444563186434
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2855383513544007e-15,3.164732714519023e-15,0.0022583927145709993,6.261807824287493e-14,2.8603421542942727e-13,0.06424718334826292,4.4769835486912977e-14,-2.3182713392006545e-13,-2.8437508574797673e-12,9.870410240519571e-12,-7.287792903522724e-12,-2.394291722312192e-10,1.0,-2.843750857479778e-12,2.318271339199381e-13,2.8437508574797673e-12,1.0,4.476983548757224e-14,-2.3182713392006545e-13,-4.4769835486912977e-14,1.0,14.641821457608053,-14.641821457602195,14.641821457607152,-14.64182145761301,14.648273149603927,-14.648273149599913,14.648273149602007,-14.648273149605888,-3.129988095482167e-14,-1.416058589159074e-13,1.7150634847716675,-2.9119881134587265e-14,2.4639881660360543e-14,0.0,3.840154022286455e-18,0.0,0.021741607285429003,2.1689570267570518e-13,1.0,1.0,0.0,0.003373798446552387,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2855383513544007e-15,3.164732714519023e-15,-0.021741607285429003
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1477852172290432e-15,5.7890654680601556e-15,0.002936150426704203,-3.8190091582388957e-13,2.2565235016831815e-13,0.07127043161411144,1.3495292021451763e-13,-2.783030491652261e-13,-5.14407517682285e-12,7.269021290013921e-12,1.0096579357639511e-11,-1.8315223782514425e-10,1.0,-5.144075176822887e-12,2.783030491645319e-13,5.14407517682285e-12,1.0,1.3495292021594925e-13,-2.783030491652261e-13,-1.3495292021451763e-13,1.0,14.633464431320133,-14.633464431315565,14.633464431310479,-14.63346443131505,14.639023834894221,-14.639023834887324,14.639023834893084,-14.639023834900032,1.863485277542062e-13,-1.1337809421901445e-13,1.7131062501005618,-2.2701075995008693e-14,-2.5257682491748927e-14,0.0,8.5564015362074e-19,0.0,0.0240638495732958,3.9314270901830156e-13,1.0,1.0,0.0,0.0015019771226903321,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1477852172290432e-15,5.7890654680601556e-15,-0.0240638495732958
